date,ticker,name,industry,source_type,source_name,source_ticker_or_etf,source_weight,source_date,etf_count,active_etf_flag,momentum_etf_flag,us_mapping_flag,already_in_universe,data_quality_status,discovery_status,discovery_score,recommended_action,note
2026-05-07,3017,奇鋐,散熱模組,ETF_HOLDING,富邦臺灣中小,00733,0.0423,2026-04-30,1,False,False,False,False,NEW_DISCOVERY_CANDIDATE,NEW_DISCOVERY_CANDIDATE,30.0,REVIEW_FOR_UNIVERSE_ADD,AI watchlist confirmed
2026-05-07,3324,雙鴻,散熱模組,ETF_HOLDING,富邦臺灣中小,00733,0.0389,2026-04-30,1,False,False,False,False,NEW_DISCOVERY_CANDIDATE,NEW_DISCOVERY_CANDIDATE,30.0,REVIEW_FOR_UNIVERSE_ADD,AI watchlist confirmed
2026-05-07,6781,AES-KY,伺服器 BBU,ETF_HOLDING,富邦臺灣中小,00733,0.0312,2026-04-30,1,False,False,False,False,NEW_DISCOVERY_CANDIDATE,NEW_DISCOVERY_CANDIDATE,30.0,REVIEW_FOR_UNIVERSE_ADD,AI watchlist confirmed
2026-05-07,2059,川湖,伺服器導軌,ETF_HOLDING,富邦臺灣中小,00733,0.0289,2026-04-30,1,False,False,False,False,NEW_DISCOVERY_CANDIDATE,NEW_DISCOVERY_CANDIDATE,30.0,REVIEW_FOR_UNIVERSE_ADD,AI watchlist confirmed
2026-05-07,6257,矽格,Packaging,ETF_HOLDING,富邦台灣半導體,00892,0.0312,2026-04-30,1,False,False,False,True,EXISTING_UNIVERSE_REINFORCED,EXISTING_UNIVERSE_REINFORCED,25.0,WATCH_EXISTING_UNIVERSE,
2026-05-07,6830,汎銓,材料分析 (MA),AI_WATCHLIST,ai_watchlist_source,AI_WATCHLIST,,2026-04-26,0,False,False,False,True,EXISTING_UNIVERSE_REINFORCED,EXISTING_UNIVERSE_REINFORCED,25.0,WATCH_EXISTING_UNIVERSE,AI watchlist confirmed
2026-05-07,6187,萬潤,先進封裝設備,AI_WATCHLIST,ai_watchlist_source,AI_WATCHLIST,,2026-04-26,0,False,False,False,True,EXISTING_UNIVERSE_REINFORCED,EXISTING_UNIVERSE_REINFORCED,25.0,WATCH_EXISTING_UNIVERSE,AI watchlist confirmed
2026-05-07,3231,緯創,GPU 系統板,AI_WATCHLIST,ai_watchlist_source,AI_WATCHLIST,,2026-04-26,0,False,False,False,True,EXISTING_UNIVERSE_REINFORCED,EXISTING_UNIVERSE_REINFORCED,25.0,WATCH_EXISTING_UNIVERSE,AI watchlist confirmed
2026-05-07,2376,技嘉,系統品牌,AI_WATCHLIST,ai_watchlist_source,AI_WATCHLIST,,2026-04-26,0,False,False,False,True,EXISTING_UNIVERSE_REINFORCED,EXISTING_UNIVERSE_REINFORCED,25.0,WATCH_EXISTING_UNIVERSE,AI watchlist confirmed
2026-05-07,7769,鴻勁,測試設備,AI_WATCHLIST,ai_watchlist_source,AI_WATCHLIST,,2026-04-26,0,False,False,False,False,NEW_DISCOVERY_CANDIDATE,NEW_DISCOVERY_CANDIDATE,20.0,REVIEW_FOR_UNIVERSE_ADD,AI watchlist confirmed
2026-05-07,3260,威剛,記憶體模組,AI_WATCHLIST,ai_watchlist_source,AI_WATCHLIST,,2026-04-26,0,False,False,False,False,NEW_DISCOVERY_CANDIDATE,NEW_DISCOVERY_CANDIDATE,20.0,REVIEW_FOR_UNIVERSE_ADD,AI watchlist confirmed
2026-05-07,2337,旺宏,NOR Flash,AI_WATCHLIST,ai_watchlist_source,AI_WATCHLIST,,2026-04-26,0,False,False,False,False,NEW_DISCOVERY_CANDIDATE,NEW_DISCOVERY_CANDIDATE,20.0,REVIEW_FOR_UNIVERSE_ADD,AI watchlist confirmed
2026-05-07,8299,群聯,記憶體控制,AI_WATCHLIST,ai_watchlist_source,AI_WATCHLIST,,2026-04-26,0,False,False,False,False,NEW_DISCOVERY_CANDIDATE,NEW_DISCOVERY_CANDIDATE,20.0,REVIEW_FOR_UNIVERSE_ADD,AI watchlist confirmed
2026-05-07,META,Meta Platforms,,ETF_HOLDING,統一FANG+,00757,0.125,2026-04-30,1,False,False,True,False,THEME_MAPPING_ONLY,THEME_MAPPING_ONLY,15.0,US_MAPPING_ONLY,
2026-05-07,AMZN,Amazon,,ETF_HOLDING,統一FANG+,00757,0.125,2026-04-30,1,False,False,True,False,THEME_MAPPING_ONLY,THEME_MAPPING_ONLY,15.0,US_MAPPING_ONLY,
2026-05-07,NFLX,Netflix,,ETF_HOLDING,統一FANG+,00757,0.125,2026-04-30,1,False,False,True,False,THEME_MAPPING_ONLY,THEME_MAPPING_ONLY,15.0,US_MAPPING_ONLY,
2026-05-07,GOOGL,Alphabet,,ETF_HOLDING,統一FANG+,00757,0.125,2026-04-30,1,False,False,True,False,THEME_MAPPING_ONLY,THEME_MAPPING_ONLY,15.0,US_MAPPING_ONLY,
2026-05-07,AAPL,Apple,,ETF_HOLDING,統一FANG+,00757,0.125,2026-04-30,1,False,False,True,False,THEME_MAPPING_ONLY,THEME_MAPPING_ONLY,15.0,US_MAPPING_ONLY,
2026-05-07,NVDA,NVIDIA,,ETF_HOLDING,統一FANG+,00757,0.125,2026-04-30,1,False,False,True,False,THEME_MAPPING_ONLY,THEME_MAPPING_ONLY,15.0,US_MAPPING_ONLY,
2026-05-07,MSFT,Microsoft,,ETF_HOLDING,統一FANG+,00757,0.125,2026-04-30,1,False,False,True,False,THEME_MAPPING_ONLY,THEME_MAPPING_ONLY,15.0,US_MAPPING_ONLY,
2026-05-07,TSLA,Tesla,,ETF_HOLDING,統一FANG+,00757,0.125,2026-04-30,1,False,False,True,False,THEME_MAPPING_ONLY,THEME_MAPPING_ONLY,15.0,US_MAPPING_ONLY,
2026-05-07,2881,富邦金,,ETF_HOLDING,元大台灣50,0050,0.0195,2026-04-30,1,False,False,False,False,NEW_DISCOVERY_CANDIDATE,IGNORE_LOW_RELEVANCE,10.0,KEEP_IN_DISCOVERY_POOL,
2026-05-07,2882,國泰金,,ETF_HOLDING,元大台灣50,0050,0.0188,2026-04-30,1,False,False,False,False,NEW_DISCOVERY_CANDIDATE,IGNORE_LOW_RELEVANCE,10.0,KEEP_IN_DISCOVERY_POOL,
2026-05-07,2412,中華電信,,ETF_HOLDING,元大台灣50,0050,0.0185,2026-04-30,1,False,False,False,False,NEW_DISCOVERY_CANDIDATE,IGNORE_LOW_RELEVANCE,10.0,KEEP_IN_DISCOVERY_POOL,
2026-05-07,2002,中鋼,,ETF_HOLDING,元大台灣50,0050,0.0142,2026-04-30,1,False,False,False,False,NEW_DISCOVERY_CANDIDATE,IGNORE_LOW_RELEVANCE,10.0,KEEP_IN_DISCOVERY_POOL,
